Fecha,Estrategia,Rendimiento,Riesgo
2012-01-31,Event Driven,2.88,Medio
2012-01-31,Fixed Income Arbitrage,1.16,Bajo
2012-01-31,Global Macro,1.9,Alto
2012-01-31,Long/Short Equity,3.27,Medio
2012-01-31,Merger Arbitrage,0.95,Medio
2012-01-31,Relative Value,2.02,Bajo
2012-01-31,Short Selling,-6.79,Alto
2012-01-31,Funds Of Funds,1.47,Medio
2012-02-29,Convertible Arbitrage,2.18,Medio
2012-02-29,CTA Global,0.91,Alto
2012-02-29,Distressed Securities,2.02,Alto
2012-02-29,Emerging Markets,3.41,Alto
2012-02-29,Equity Market Neutral,0.71,Bajo
2012-02-29,Event Driven,1.7,Medio
2012-02-29,Fixed Income Arbitrage,1.19,Bajo
2012-02-29,Global Macro,1.34,Alto
2012-02-29,Long/Short Equity,2.48,Medio
2012-02-29,Merger Arbitrage,1.11,Medio
2012-02-29,Relative Value,1.72,Bajo
2012-02-29,Short Selling,-5.22,Alto
2012-02-29,Funds Of Funds,1.4,Medio
2012-03-31,Convertible Arbitrage,0.65,Medio
2012-03-31,CTA Global,-2.04,Alto
2012-03-31,Distressed Securities,0.91,Alto
2012-03-31,Emerging Markets,-1.33,Alto
2012-03-31,Equity Market Neutral,0.23,Bajo
2012-03-31,Event Driven,0.58,Medio
2012-03-31,Fixed Income Arbitrage,0.61,Bajo
2012-03-31,Global Macro,-0.61,Alto
2012-03-31,Long/Short Equity,0.33,Medio
2012-03-31,Merger Arbitrage,0.24,Medio
2012-03-31,Relative Value,0.55,Bajo
2012-03-31,Short Selling,-1.23,Alto
2012-03-31,Funds Of Funds,0.01,Medio
2012-04-30,Convertible Arbitrage,-0.17,Medio
2012-04-30,CTA Global,-0.03,Alto
2012-04-30,Distressed Securities,-0.12,Alto
2012-04-30,Emerging Markets,-0.27,Alto
2012-04-30,Equity Market Neutral,-0.13,Bajo
2012-04-30,Event Driven,-0.18,Medio
2012-04-30,Fixed Income Arbitrage,0.34,Bajo
2012-04-30,Global Macro,-0.59,Alto
2012-04-30,Long/Short Equity,-0.68,Medio
2012-04-30,Merger Arbitrage,-0.11,Medio
2012-04-30,Relative Value,-0.2,Bajo
2012-04-30,Short Selling,0.57,Alto
2012-04-30,Funds Of Funds,-0.33,Medio
2012-05-31,Convertible Arbitrage,-0.77,Medio
2012-05-31,CTA Global,2.59,Alto
2012-05-31,Distressed Securities,-1.86,Alto
2012-05-31,Emerging Markets,-5.31,Alto
2012-05-31,Equity Market Neutral,-1.15,Bajo
2012-05-31,Event Driven,-1.91,Medio
2012-05-31,Fixed Income Arbitrage,-0.03,Bajo
2012-05-31,Global Macro,-0.67,Alto
2012-05-31,Long/Short Equity,-3.75,Medio
2012-05-31,Merger Arbitrage,-0.48,Medio
2012-05-31,Relative Value,-1,Bajo
2012-05-31,Short Selling,6.77,Alto
2012-05-31,Funds Of Funds,-1.4,Medio
2012-06-30,Convertible Arbitrage,0.72,Medio
2012-06-30,CTA Global,-2.72,Alto
2012-06-30,Distressed Securities,-0.09,Alto
2012-06-30,Emerging Markets,0.26,Alto
2012-06-30,Equity Market Neutral,0.06,Bajo
2012-06-30,Event Driven,0.07,Medio
2012-06-30,Fixed Income Arbitrage,0.46,Bajo
2012-06-30,Global Macro,-0.63,Alto
2012-06-30,Long/Short Equity,0.6,Medio
2012-06-30,Merger Arbitrage,0.23,Medio
2012-06-30,Relative Value,0.7,Bajo
2012-06-30,Short Selling,-2.58,Alto
2012-06-30,Funds Of Funds,-0.37,Medio
2012-07-31,Convertible Arbitrage,0.92,Medio
2012-07-31,CTA Global,3.12,Alto
2012-07-31,Distressed Securities,0.89,Alto
2012-07-31,Emerging Markets,0.81,Alto
2012-07-31,Equity Market Neutral,0.41,Bajo
2012-07-31,Event Driven,0.48,Medio
2012-07-31,Fixed Income Arbitrage,1.25,Bajo
2012-07-31,Global Macro,1.44,Alto
2012-07-31,Long/Short Equity,0.39,Medio
2012-07-31,Merger Arbitrage,0.06,Medio
2012-07-31,Relative Value,1.17,Bajo
2012-07-31,Short Selling,0.87,Alto
2012-07-31,Funds Of Funds,0.76,Medio
2012-08-31,Convertible Arbitrage,0.76,Medio
2012-08-31,CTA Global,-0.82,Alto
2012-08-31,Distressed Securities,1.61,Alto
2012-08-31,Emerging Markets,0.75,Alto
2012-08-31,Equity Market Neutral,0.49,Bajo
2012-08-31,Event Driven,1.29,Medio
2012-08-31,Fixed Income Arbitrage,0.82,Bajo
2012-08-31,Global Macro,0.37,Alto
2012-08-31,Long/Short Equity,1.08,Medio
2012-08-31,Merger Arbitrage,0.44,Medio
2012-08-31,Relative Value,0.95,Bajo
2012-08-31,Short Selling,-3.67,Alto
2012-08-31,Funds Of Funds,0.68,Medio
2012-09-30,Convertible Arbitrage,0.57,Medio
2012-09-30,CTA Global,-1.04,Alto
2012-09-30,Distressed Securities,1.69,Alto
2012-09-30,Emerging Markets,2.73,Alto
2012-09-30,Equity Market Neutral,0.43,Bajo
2012-09-30,Event Driven,1.2,Medio
2012-09-30,Fixed Income Arbitrage,0.76,Bajo
2012-09-30,Global Macro,0.51,Alto
2012-09-30,Long/Short Equity,1.57,Medio
2012-09-30,Merger Arbitrage,0.06,Medio
2012-09-30,Relative Value,1.02,Bajo
2012-09-30,Short Selling,-3.85,Alto
2012-09-30,Funds Of Funds,0.73,Medio
2012-10-31,Convertible Arbitrage,0.17,Medio
2012-10-31,CTA Global,-3.1,Alto
2012-10-31,Distressed Securities,1.18,Alto
2012-10-31,Emerging Markets,0.28,Alto
2012-10-31,Equity Market Neutral,0.28,Bajo
2012-10-31,Event Driven,0.48,Medio
2012-10-31,Fixed Income Arbitrage,0.58,Bajo
2012-10-31,Global Macro,-0.83,Alto
2012-10-31,Long/Short Equity,0.09,Medio
2012-10-31,Merger Arbitrage,-0.79,Medio
2012-10-31,Relative Value,0.3,Bajo
2012-10-31,Short Selling,0.05,Alto
2012-10-31,Funds Of Funds,-0.25,Medio
2012-11-30,Convertible Arbitrage,0.41,Medio
2012-11-30,CTA Global,-0.04,Alto
2012-11-30,Distressed Securities,0.82,Alto
2012-11-30,Emerging Markets,1.31,Alto
2012-11-30,Equity Market Neutral,0.37,Bajo
2012-11-30,Event Driven,0.8,Medio
2012-11-30,Fixed Income Arbitrage,0.54,Bajo
2012-11-30,Global Macro,0.27,Alto
2012-11-30,Long/Short Equity,0.52,Medio
2012-11-30,Merger Arbitrage,1,Medio
2012-11-30,Relative Value,0.56,Bajo
2012-11-30,Short Selling,-1.5,Alto
2012-11-30,Funds Of Funds,0.46,Medio
2012-12-31,Convertible Arbitrage,0.98,Medio
2012-12-31,CTA Global,0.57,Alto
2012-12-31,Distressed Securities,2.59,Alto
2012-12-31,Emerging Markets,3.3,Alto
2012-12-31,Equity Market Neutral,0.37,Bajo
2012-12-31,Event Driven,1.93,Medio
2012-12-31,Fixed Income Arbitrage,0.73,Bajo
2012-12-31,Global Macro,1.11,Alto
2012-12-31,Long/Short Equity,1.45,Medio
2012-12-31,Merger Arbitrage,1.45,Medio
2012-12-31,Relative Value,1.17,Bajo
2012-12-31,Short Selling,-3.87,Alto
2012-12-31,Funds Of Funds,1.08,Medio
2013-01-31,Convertible Arbitrage,1.58,Medio
2013-01-31,CTA Global,1.86,Alto
2013-01-31,Distressed Securities,2.19,Alto
2013-01-31,Emerging Markets,3.03,Alto
2013-01-31,Equity Market Neutral,1.35,Bajo
2013-01-31,Event Driven,2.14,Medio
2013-01-31,Fixed Income Arbitrage,1.16,Bajo
2013-01-31,Global Macro,1.65,Alto
2013-01-31,Long/Short Equity,3.08,Medio
2013-01-31,Merger Arbitrage,-0.16,Medio
2013-01-31,Relative Value,2.04,Bajo
2013-01-31,Short Selling,-4.52,Alto
2013-01-31,Funds Of Funds,2.06,Medio
2013-02-28,Convertible Arbitrage,0.09,Medio
2013-02-28,CTA Global,-0.99,Alto
2013-02-28,Distressed Securities,0.52,Alto
2013-02-28,Emerging Markets,-0.12,Alto
2013-02-28,Equity Market Neutral,0.33,Bajo
2013-02-28,Event Driven,0.41,Medio
2013-02-28,Fixed Income Arbitrage,0.56,Bajo
2013-02-28,Global Macro,-0.12,Alto
2013-02-28,Long/Short Equity,0.37,Medio
2013-02-28,Merger Arbitrage,0.39,Medio
2013-02-28,Relative Value,0.47,Bajo
2013-02-28,Short Selling,-0.35,Alto
2013-02-28,Funds Of Funds,0.32,Medio
2013-03-31,Convertible Arbitrage,0.77,Medio
2013-03-31,CTA Global,0.89,Alto
2013-03-31,Distressed Securities,1.49,Alto
2013-03-31,Emerging Markets,0.68,Alto
2013-03-31,Equity Market Neutral,0.35,Bajo
2013-03-31,Event Driven,1.43,Medio
2013-03-31,Fixed Income Arbitrage,1.13,Bajo
2013-03-31,Global Macro,0.64,Alto
2013-03-31,Long/Short Equity,1.44,Medio
2013-03-31,Merger Arbitrage,0.69,Medio
2013-03-31,Relative Value,1.3,Bajo
2013-03-31,Short Selling,-1.89,Alto
2013-03-31,Funds Of Funds,0.93,Medio
2013-04-30,Convertible Arbitrage,0.52,Medio
2013-04-30,CTA Global,1.92,Alto
2013-04-30,Distressed Securities,1.75,Alto
2013-04-30,Emerging Markets,0.63,Alto
2013-04-30,Equity Market Neutral,0.08,Bajo
2013-04-30,Event Driven,0.78,Medio
2013-04-30,Fixed Income Arbitrage,0.5,Bajo
2013-04-30,Global Macro,1.14,Alto
2013-04-30,Long/Short Equity,0.64,Medio
2013-04-30,Merger Arbitrage,0.61,Medio
2013-04-30,Relative Value,0.55,Bajo
2013-04-30,Short Selling,-2.86,Alto
2013-04-30,Funds Of Funds,0.76,Medio
2013-05-31,Convertible Arbitrage,1.34,Medio
2013-05-31,CTA Global,-2.61,Alto
2013-05-31,Distressed Securities,2.23,Alto
2013-05-31,Emerging Markets,0.33,Alto
2013-05-31,Equity Market Neutral,0.24,Bajo
2013-05-31,Event Driven,1.87,Medio
2013-05-31,Fixed Income Arbitrage,0.5,Bajo
2013-05-31,Global Macro,-0.23,Alto
2013-05-31,Long/Short Equity,1.35,Medio
2013-05-31,Merger Arbitrage,0.59,Medio
2013-05-31,Relative Value,1.01,Bajo
2013-05-31,Short Selling,-2.45,Alto
2013-05-31,Funds Of Funds,0.67,Medio
2013-06-30,Convertible Arbitrage,-0.81,Medio
2013-06-30,CTA Global,-2.73,Alto
2013-06-30,Distressed Securities,-1.05,Alto
2013-06-30,Emerging Markets,-3.21,Alto
2013-06-30,Equity Market Neutral,0.28,Bajo
2013-06-30,Event Driven,-1.13,Medio
2013-06-30,Fixed Income Arbitrage,-1.22,Bajo
2013-06-30,Global Macro,-1.76,Alto
2013-06-30,Long/Short Equity,-0.94,Medio
2013-06-30,Merger Arbitrage,-0.22,Medio
2013-06-30,Relative Value,-1.02,Bajo
2013-06-30,Short Selling,0.56,Alto
2013-06-30,Funds Of Funds,-1.33,Medio
2013-07-31,Convertible Arbitrage,0.6,Medio
2013-07-31,CTA Global,-0.76,Alto
2013-07-31,Distressed Securities,1.4,Alto
2013-07-31,Emerging Markets,0.75,Alto
2013-07-31,Equity Market Neutral,1,Bajo
2013-07-31,Event Driven,1.49,Medio
2013-07-31,Fixed Income Arbitrage,0.67,Bajo
2013-07-31,Global Macro,0.16,Alto
2013-07-31,Long/Short Equity,2.15,Medio
2013-07-31,Merger Arbitrage,1.03,Medio
2013-07-31,Relative Value,1.17,Bajo
2013-07-31,Short Selling,-3.69,Alto
2013-07-31,Funds Of Funds,0.91,Medio
2013-08-31,Convertible Arbitrage,0.46,Medio
2013-08-31,CTA Global,-1.39,Alto
2013-08-31,Distressed Securities,-0.34,Alto
2013-08-31,Emerging Markets,-1.22,Alto
2013-08-31,Equity Market Neutral,-0.59,Bajo
2013-08-31,Event Driven,-0.11,Medio
2013-08-31,Fixed Income Arbitrage,0.14,Bajo
2013-08-31,Global Macro,-0.91,Alto
2013-08-31,Long/Short Equity,-0.76,Medio
2013-08-31,Merger Arbitrage,-0.01,Medio
2013-08-31,Relative Value,-0.46,Bajo
2013-08-31,Short Selling,1.07,Alto
2013-08-31,Funds Of Funds,-0.68,Medio
2013-09-30,Convertible Arbitrage,0.43,Medio
2013-09-30,CTA Global,-0.57,Alto
2013-09-30,Distressed Securities,1.64,Alto
2013-09-30,Emerging Markets,2.35,Alto
2013-09-30,Equity Market Neutral,0.63,Bajo
2013-09-30,Event Driven,1.6,Medio
2013-09-30,Fixed Income Arbitrage,0.47,Bajo
2013-09-30,Global Macro,0.69,Alto
2013-09-30,Long/Short Equity,2.33,Medio
2013-09-30,Merger Arbitrage,0.84,Medio
2013-09-30,Relative Value,1.4,Bajo
2013-09-30,Short Selling,-4.52,Alto
2013-09-30,Funds Of Funds,1.27,Medio
2013-10-31,Convertible Arbitrage,0.95,Medio
2013-10-31,CTA Global,1.45,Alto
2013-10-31,Distressed Securities,1.61,Alto
2013-10-31,Emerging Markets,2.38,Alto
2013-10-31,Equity Market Neutral,1.42,Bajo
2013-10-31,Event Driven,1.45,Medio
2013-10-31,Fixed Income Arbitrage,0.85,Bajo
2013-10-31,Global Macro,0.94,Alto
2013-10-31,Long/Short Equity,2.04,Medio
2013-10-31,Merger Arbitrage,0.45,Medio
2013-10-31,Relative Value,1.45,Bajo
2013-10-31,Short Selling,-2.07,Alto
2013-10-31,Funds Of Funds,1.25,Medio
2013-11-30,Convertible Arbitrage,0.07,Medio
2013-11-30,CTA Global,1.14,Alto
2013-11-30,Distressed Securities,1.22,Alto
2013-11-30,Emerging Markets,0.3,Alto
2013-11-30,Equity Market Neutral,1.05,Bajo
2013-11-30,Event Driven,1.19,Medio
2013-11-30,Fixed Income Arbitrage,0.67,Bajo
2013-11-30,Global Macro,0.69,Alto
2013-11-30,Long/Short Equity,1.54,Medio
2013-11-30,Merger Arbitrage,0.3,Medio
2013-11-30,Relative Value,0.87,Bajo
2013-11-30,Short Selling,-1.65,Alto
2013-11-30,Funds Of Funds,1.09,Medio
2013-12-31,Convertible Arbitrage,0.48,Medio
2013-12-31,CTA Global,0.52,Alto
2013-12-31,Distressed Securities,1.2,Alto
2013-12-31,Emerging Markets,1.01,Alto
2013-12-31,Equity Market Neutral,0.76,Bajo
2013-12-31,Event Driven,1.22,Medio
2013-12-31,Fixed Income Arbitrage,0.4,Bajo
2013-12-31,Global Macro,0.65,Alto
2013-12-31,Long/Short Equity,1.57,Medio
2013-12-31,Merger Arbitrage,0.61,Medio
2013-12-31,Relative Value,1.02,Bajo
2013-12-31,Short Selling,-1.55,Alto
2013-12-31,Funds Of Funds,1.09,Medio
2014-01-31,Convertible Arbitrage,1.37,Medio
2014-01-31,CTA Global,-1.75,Alto
2014-01-31,Distressed Securities,0.47,Alto
2014-01-31,Emerging Markets,-1.95,Alto
2014-01-31,Equity Market Neutral,0.42,Bajo
2014-01-31,Event Driven,0.3,Medio
2014-01-31,Fixed Income Arbitrage,0.75,Bajo
2014-01-31,Global Macro,-0.88,Alto
2014-01-31,Long/Short Equity,-0.32,Medio
2014-01-31,Merger Arbitrage,0.46,Medio
2014-01-31,Relative Value,0.02,Bajo
2014-01-31,Short Selling,0.94,Alto
2014-01-31,Funds Of Funds,-0.33,Medio
2014-02-28,Convertible Arbitrage,0.62,Medio
2014-02-28,CTA Global,1.37,Alto
2014-02-28,Distressed Securities,2.43,Alto
2014-02-28,Emerging Markets,1.9,Alto
2014-02-28,Equity Market Neutral,0.66,Bajo
2014-02-28,Event Driven,2.23,Medio
2014-02-28,Fixed Income Arbitrage,0.99,Bajo
2014-02-28,Global Macro,0.9,Alto
2014-02-28,Long/Short Equity,2.53,Medio
2014-02-28,Merger Arbitrage,1.1,Medio
2014-02-28,Relative Value,1.49,Bajo
2014-02-28,Short Selling,-3.22,Alto
2014-02-28,Funds Of Funds,1.57,Medio
2014-03-31,Convertible Arbitrage,0.47,Medio
2014-03-31,CTA Global,-1.19,Alto
2014-03-31,Distressed Securities,0.63,Alto
2014-03-31,Emerging Markets,0.08,Alto
2014-03-31,Equity Market Neutral,-0.05,Bajo
2014-03-31,Event Driven,-0.14,Medio
2014-03-31,Fixed Income Arbitrage,0.36,Bajo
2014-03-31,Global Macro,-0.54,Alto
2014-03-31,Long/Short Equity,-0.56,Medio
2014-03-31,Merger Arbitrage,-0.5,Medio
2014-03-31,Relative Value,0.28,Bajo
2014-03-31,Short Selling,0,Alto
2014-03-31,Funds Of Funds,-0.7,Medio
2014-04-30,Convertible Arbitrage,0.29,Medio
2014-04-30,CTA Global,0.5,Alto
2014-04-30,Distressed Securities,0.25,Alto
2014-04-30,Emerging Markets,0.04,Alto
2014-04-30,Equity Market Neutral,-0.23,Bajo
2014-04-30,Event Driven,0.15,Medio
2014-04-30,Fixed Income Arbitrage,0.55,Bajo
2014-04-30,Global Macro,-0.23,Alto
2014-04-30,Long/Short Equity,-0.83,Medio
2014-04-30,Merger Arbitrage,0.13,Medio
2014-04-30,Relative Value,0.45,Bajo
2014-04-30,Short Selling,1.25,Alto
2014-04-30,Funds Of Funds,-0.71,Medio
2014-05-31,Convertible Arbitrage,0.45,Medio
2014-05-31,CTA Global,1.5,Alto
2014-05-31,Distressed Securities,0.91,Alto
2014-05-31,Emerging Markets,2.15,Alto
2014-05-31,Equity Market Neutral,0.2,Bajo
2014-05-31,Event Driven,0.87,Medio
2014-05-31,Fixed Income Arbitrage,0.59,Bajo
2014-05-31,Global Macro,0.72,Alto
2014-05-31,Long/Short Equity,1.05,Medio
2014-05-31,Merger Arbitrage,0.62,Medio
2014-05-31,Relative Value,1.03,Bajo
2014-05-31,Short Selling,-1.68,Alto
2014-05-31,Funds Of Funds,1.14,Medio
2014-06-30,Convertible Arbitrage,0.29,Medio
2014-06-30,CTA Global,1.01,Alto
2014-06-30,Distressed Securities,1.45,Alto
2014-06-30,Emerging Markets,1.15,Alto
2014-06-30,Equity Market Neutral,0.34,Bajo
2014-06-30,Event Driven,1.55,Medio
2014-06-30,Fixed Income Arbitrage,0.63,Bajo
2014-06-30,Global Macro,0.64,Alto
2014-06-30,Long/Short Equity,1.31,Medio
2014-06-30,Merger Arbitrage,0.89,Medio
2014-06-30,Relative Value,1.26,Bajo
2014-06-30,Short Selling,-2.64,Alto
2014-06-30,Funds Of Funds,0.91,Medio
2014-07-31,Convertible Arbitrage,-0.01,Medio
2014-07-31,CTA Global,-0.54,Alto
2014-07-31,Distressed Securities,-0.59,Alto
2014-07-31,Emerging Markets,0.4,Alto
2014-07-31,Equity Market Neutral,-0.05,Bajo
2014-07-31,Event Driven,-0.7,Medio
2014-07-31,Fixed Income Arbitrage,0.25,Bajo
2014-07-31,Global Macro,-0.27,Alto
2014-07-31,Long/Short Equity,-0.9,Medio
2014-07-31,Merger Arbitrage,-0.53,Medio
2014-07-31,Relative Value,0.04,Bajo
2014-07-31,Short Selling,0.61,Alto
2014-07-31,Funds Of Funds,-0.4,Medio
2014-08-31,Convertible Arbitrage,-0.03,Medio
2014-08-31,CTA Global,2.83,Alto
2014-08-31,Distressed Securities,-0.11,Alto
2014-08-31,Emerging Markets,0.69,Alto
2014-08-31,Equity Market Neutral,0.52,Bajo
2014-08-31,Event Driven,0.35,Medio
2014-08-31,Fixed Income Arbitrage,0.21,Bajo
2014-08-31,Global Macro,1.12,Alto
2014-08-31,Long/Short Equity,1.28,Medio
2014-08-31,Merger Arbitrage,0.43,Medio
2014-08-31,Relative Value,0.56,Bajo
2014-08-31,Short Selling,-1.7,Alto
2014-08-31,Funds Of Funds,0.8,Medio
2014-09-30,Convertible Arbitrage,-0.95,Medio
2014-09-30,CTA Global,1.79,Alto
2014-09-30,Distressed Securities,-1.99,Alto
2014-09-30,Emerging Markets,-1.56,Alto
2014-09-30,Equity Market Neutral,0.15,Bajo
2014-09-30,Event Driven,-1.65,Medio
2014-09-30,Fixed Income Arbitrage,0.22,Bajo
2014-09-30,Global Macro,0.6,Alto
2014-09-30,Long/Short Equity,-0.93,Medio
2014-09-30,Merger Arbitrage,-0.75,Medio
2014-09-30,Relative Value,-0.05,Bajo
2014-09-30,Short Selling,2.42,Alto
2014-09-30,Funds Of Funds,-0.12,Medio
2014-10-31,Convertible Arbitrage,-1.11,Medio
2014-10-31,CTA Global,0.41,Alto
2014-10-31,Distressed Securities,-1.68,Alto
2014-10-31,Emerging Markets,-0.69,Alto
2014-10-31,Equity Market Neutral,0.3,Bajo
2014-10-31,Event Driven,-1.52,Medio
2014-10-31,Fixed Income Arbitrage,-0.07,Bajo
2014-10-31,Global Macro,-0.41,Alto
2014-10-31,Long/Short Equity,-0.13,Medio
2014-10-31,Merger Arbitrage,-1.36,Medio
2014-10-31,Relative Value,-0.6,Bajo
2014-10-31,Short Selling,-2.36,Alto
2014-10-31,Funds Of Funds,-0.62,Medio
2014-11-30,Convertible Arbitrage,-0.09,Medio
2014-11-30,CTA Global,4.19,Alto
2014-11-30,Distressed Securities,-0.34,Alto
2014-11-30,Emerging Markets,-0.14,Alto
2014-11-30,Equity Market Neutral,0.59,Bajo
2014-11-30,Event Driven,0.7,Medio
2014-11-30,Fixed Income Arbitrage,0.14,Bajo
2014-11-30,Global Macro,1.77,Alto
2014-11-30,Long/Short Equity,1.16,Medio
2014-11-30,Merger Arbitrage,0.8,Medio
2014-11-30,Relative Value,0.61,Bajo
2014-11-30,Short Selling,-0.61,Alto
2014-11-30,Funds Of Funds,1.26,Medio
2014-12-31,Convertible Arbitrage,-0.66,Medio
2014-12-31,CTA Global,0.88,Alto
2014-12-31,Distressed Securities,-0.89,Alto
2014-12-31,Emerging Markets,-2.2,Alto
2014-12-31,Equity Market Neutral,0.13,Bajo
2014-12-31,Event Driven,-0.22,Medio
2014-12-31,Fixed Income Arbitrage,-0.35,Bajo
2014-12-31,Global Macro,-0.04,Alto
2014-12-31,Long/Short Equity,0.12,Medio
2014-12-31,Merger Arbitrage,0.32,Medio
2014-12-31,Relative Value,-0.16,Bajo
2014-12-31,Short Selling,0.33,Alto
2014-12-31,Funds Of Funds,0.21,Medio
2015-01-31,Convertible Arbitrage,0.13,Medio
2015-01-31,CTA Global,3.99,Alto
2015-01-31,Distressed Securities,-1.55,Alto
2015-01-31,Emerging Markets,-0.34,Alto
2015-01-31,Equity Market Neutral,0.48,Bajo
2015-01-31,Event Driven,-1.04,Medio
2015-01-31,Fixed Income Arbitrage,-0.04,Bajo
2015-01-31,Global Macro,2.29,Alto
2015-01-31,Long/Short Equity,-0.09,Medio
2015-01-31,Merger Arbitrage,0.04,Medio
2015-01-31,Relative Value,0.25,Bajo
2015-01-31,Short Selling,1.09,Alto
2015-01-31,Funds Of Funds,0.17,Medio
2015-02-28,Convertible Arbitrage,1.21,Medio
2015-02-28,CTA Global,-0.29,Alto
2015-02-28,Distressed Securities,1.85,Alto
2015-02-28,Emerging Markets,1.62,Alto
2015-02-28,Equity Market Neutral,0.2,Bajo
2015-02-28,Event Driven,2.7,Medio
2015-02-28,Fixed Income Arbitrage,0.86,Bajo
2015-02-28,Global Macro,0.7,Alto
2015-02-28,Long/Short Equity,2.52,Medio
2015-02-28,Merger Arbitrage,1.39,Medio
2015-02-28,Relative Value,1.5,Bajo
2015-02-28,Short Selling,-3.85,Alto
2015-02-28,Funds Of Funds,1.71,Medio
2015-03-31,Convertible Arbitrage,0.21,Medio
2015-03-31,CTA Global,0.97,Alto
2015-03-31,Distressed Securities,0.28,Alto
2015-03-31,Emerging Markets,0.39,Alto
2015-03-31,Equity Market Neutral,0.8,Bajo
2015-03-31,Event Driven,0.43,Medio
2015-03-31,Fixed Income Arbitrage,0.21,Bajo
2015-03-31,Global Macro,1.01,Alto
2015-03-31,Long/Short Equity,0.36,Medio
2015-03-31,Merger Arbitrage,0.56,Medio
2015-03-31,Relative Value,0.33,Bajo
2015-03-31,Short Selling,0.06,Alto
2015-03-31,Funds Of Funds,0.69,Medio
2015-04-30,Convertible Arbitrage,1.57,Medio
2015-04-30,CTA Global,-2.32,Alto
2015-04-30,Distressed Securities,0.71,Alto
2015-04-30,Emerging Markets,3.78,Alto
2015-04-30,Equity Market Neutral,-0.29,Bajo
2015-04-30,Event Driven,1.13,Medio
2015-04-30,Fixed Income Arbitrage,0.51,Bajo
2015-04-30,Global Macro,-0.91,Alto
2015-04-30,Long/Short Equity,0.55,Medio
2015-04-30,Merger Arbitrage,0.66,Medio
2015-04-30,Relative Value,0.69,Bajo
2015-04-30,Short Selling,-1.43,Alto
2015-04-30,Funds Of Funds,0.26,Medio
2015-05-31,Convertible Arbitrage,0.46,Medio
2015-05-31,CTA Global,-0.53,Alto
2015-05-31,Distressed Securities,0.25,Alto
2015-05-31,Emerging Markets,0.21,Alto
2015-05-31,Equity Market Neutral,0.56,Bajo
2015-05-31,Event Driven,0.83,Medio
2015-05-31,Fixed Income Arbitrage,0.26,Bajo
2015-05-31,Global Macro,0.63,Alto
2015-05-31,Long/Short Equity,1.42,Medio
2015-05-31,Merger Arbitrage,1.09,Medio
2015-05-31,Relative Value,0.5,Bajo
2015-05-31,Short Selling,-0.96,Alto
2015-05-31,Funds Of Funds,0.97,Medio
2015-06-30,Convertible Arbitrage,-0.86,Medio
2015-06-30,CTA Global,-3.43,Alto
2015-06-30,Distressed Securities,-1.59,Alto
2015-06-30,Emerging Markets,-1.77,Alto
2015-06-30,Equity Market Neutral,0.3,Bajo
2015-06-30,Event Driven,-1.24,Medio
2015-06-30,Fixed Income Arbitrage,-0.39,Bajo
2015-06-30,Global Macro,-1.76,Alto
2015-06-30,Long/Short Equity,-0.72,Medio
2015-06-30,Merger Arbitrage,-0.5,Medio
2015-06-30,Relative Value,-0.91,Bajo
2015-06-30,Short Selling,0.85,Alto
2015-06-30,Funds Of Funds,-1.08,Medio
2015-07-31,Convertible Arbitrage,-0.58,Medio
2015-07-31,CTA Global,2.09,Alto
2015-07-31,Distressed Securities,-0.45,Alto
2015-07-31,Emerging Markets,-1.97,Alto
2015-07-31,Equity Market Neutral,0.37,Bajo
2015-07-31,Event Driven,-0.74,Medio
2015-07-31,Fixed Income Arbitrage,-0.05,Bajo
2015-07-31,Global Macro,1.46,Alto
2015-07-31,Long/Short Equity,0.31,Medio
2015-07-31,Merger Arbitrage,0.03,Medio
2015-07-31,Relative Value,0.03,Bajo
2015-07-31,Short Selling,0.46,Alto
2015-07-31,Funds Of Funds,0.22,Medio
2015-08-31,Convertible Arbitrage,-0.45,Medio
2015-08-31,CTA Global,-2.2,Alto
2015-08-31,Distressed Securities,-2.27,Alto
2015-08-31,Emerging Markets,-3.84,Alto
2015-08-31,Equity Market Neutral,0.18,Bajo
2015-08-31,Event Driven,-2.49,Medio
2015-08-31,Fixed Income Arbitrage,-0.37,Bajo
2015-08-31,Global Macro,-1.31,Alto
2015-08-31,Long/Short Equity,-2.29,Medio
2015-08-31,Merger Arbitrage,-0.56,Medio
2015-08-31,Relative Value,-1.03,Bajo
2015-08-31,Short Selling,5.78,Alto
2015-08-31,Funds Of Funds,-2.02,Medio
2015-09-30,Convertible Arbitrage,-0.63,Medio
2015-09-30,CTA Global,1.46,Alto
2015-09-30,Distressed Securities,-1.36,Alto
2015-09-30,Emerging Markets,-1.55,Alto
2015-09-30,Equity Market Neutral,0.63,Bajo
2015-09-30,Event Driven,-2.76,Medio
2015-09-30,Fixed Income Arbitrage,-0.54,Bajo
2015-09-30,Global Macro,-0.52,Alto
2015-09-30,Long/Short Equity,-1.42,Medio
2015-09-30,Merger Arbitrage,-0.97,Medio
2015-09-30,Relative Value,-0.72,Bajo
2015-09-30,Short Selling,1.56,Alto
2015-09-30,Funds Of Funds,-1.76,Medio
2015-10-31,Convertible Arbitrage,1.23,Medio
2015-10-31,CTA Global,-1.57,Alto
2015-10-31,Distressed Securities,-0.1,Alto
2015-10-31,Emerging Markets,3.13,Alto
2015-10-31,Equity Market Neutral,0.57,Bajo
